employeeCode,firstName,lastName,email,address,mobileNo,dateOfJoining,dateOfLeaving,accessGroup,departmentID,designationID,functionID,gradeID,locationID,regionID,typeOfEmploymentID,active,sick_leaves,casual_leaves,annual_leaves,other_leaves,leave_type01,leave_type02,leave_type03,leave_type04,leave_type05,leave_type06,leave_type07,leave_type08,leave_type09,leave_type10,leave_type11,photograph,file_01,file_02,file_03,file_04,file_05,emergency_contact_01,emergency_contact_02,description,date_of_birth,father_name,gender,campus_code,program_shift
<001951>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001952>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001954>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001955>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001956>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001957>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001958>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001962>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001965>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001966>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001967>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001968>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001969>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001970>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001971>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001973>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001974>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001975>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001976>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001977>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001981>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001984>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001986>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001988>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001993>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001995>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001996>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001998>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<001999>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002000>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002001>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002004>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002005>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002006>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002008>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002014>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002021>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002026>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002028>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002031>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002034>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002037>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002039>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002040>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002045>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002047>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002048>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002049>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002050>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002056>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002061>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002063>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002064>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002065>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002066>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002067>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002069>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002070>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002072>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002073>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002074>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002075>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
<002077>,fffff,lllll,<->,,,12/12/2020,,<EMP>,<NOT ASSIGNED>,<NOT ASSIGNED>,<Staff>,<NOT ASSIGNED>,<NOT ASSIGNED>,<A>,1,TRUE,0,6,0,0,0,0,11,0,0,0,0,0,0,0,3,demo-user.png,demo-01.png,demo-02.png,demo-01.png,demo-02.png,demo-01.png,<->,<->,<->,01/01/2000,<Ali>,male,DMC,Morning,42xxx-081001-x
